panel,series,x_cm_mm,log_probability_ratio,Rg_over_lc,Re_over_lc,log10_probability_ratio,tau_tr_min,probability_density_per_min,fitted_tau_c_min,temperature_C,mean_tau_tr_min,standard_error_min,n_events,fit_error_min
B,living worms 10 C over 20 C,,,0.237,0.687,-0.640294,,,,,,,,
B,living worms 10 C over 20 C,,,0.237,0.709,-0.629974,,,,,,,,
B,living worms 10 C over 20 C,,,0.237,0.731,-0.612181,,,,,,,,
B,living worms 10 C over 20 C,,,0.237,0.753,-0.614287,,,,,,,,
B,living worms 10 C over 20 C,,,0.237,0.775,-0.645277,,,,,,,,
B,living worms 10 C over 20 C,,,0.237,0.797,-0.695673,,,,,,,,
B,living worms 10 C over 20 C,,,0.237,0.819,-0.737526,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.599,-0.712259,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.621,-0.699105,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.643,-0.718268,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.665,-0.719681,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.687,-0.710374,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.709,-0.710814,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.731,-0.695538,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.753,-0.689741,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.775,-0.69481,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.797,-0.717687,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.819,-0.741342,,,,,,,,
B,living worms 10 C over 20 C,,,0.243,0.841,-0.743414,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.643,-0.793512,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.665,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.687,-0.795438,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.709,-0.791727,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.731,-0.773925,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.753,-0.751646,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.775,-0.721426,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.797,-0.729506,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.819,-0.756782,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.841,-0.76974,,,,,,,,
B,living worms 10 C over 20 C,,,0.249,0.863,-0.774511,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.687,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.709,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.731,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.753,-0.779791,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.775,-0.735754,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.797,-0.743343,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.819,-0.786145,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.841,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.255,0.863,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.753,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.775,-0.780697,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.797,-0.779084,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.819,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.841,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.863,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.261,0.885,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.267,0.797,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.267,0.819,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.267,0.841,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.267,0.863,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.267,0.885,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.267,0.907,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.273,0.863,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.273,0.885,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.273,0.907,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.279,0.907,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.279,0.929,-0.8,,,,,,,,
B,living worms 10 C over 20 C,,,0.285,0.973,-0.8,,,,,,,,
B,living worms 30 C over 20 C,,,0.051,0.071,0.169583,,,,,,,,
B,living worms 30 C over 20 C,,,0.051,0.093,0.189854,,,,,,,,
B,living worms 30 C over 20 C,,,0.051,0.115,0.20668,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.027,0.154636,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.049,0.141762,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.071,0.162793,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.093,0.205223,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.115,0.239722,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.137,0.259067,,,,,,,,
B,living worms 30 C over 20 C,,,0.057,0.159,0.258025,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.027,0.167526,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.049,0.137914,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.071,0.153757,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.093,0.208512,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.115,0.26047,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.137,0.280895,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.159,0.270976,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.181,0.251811,,,,,,,,
B,living worms 30 C over 20 C,,,0.063,0.203,0.224314,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.005,0.211817,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.027,0.180967,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.049,0.149994,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.071,0.155142,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.093,0.192666,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.115,0.24663,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.137,0.275977,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.159,0.269614,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.181,0.255934,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.203,0.23996,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.225,0.211698,,,,,,,,
B,living worms 30 C over 20 C,,,0.069,0.247,0.17476,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.005,0.213479,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.027,0.173429,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.049,0.149212,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.071,0.161852,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.093,0.183256,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.115,0.220349,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.137,0.245692,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.159,0.248451,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.181,0.24843,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.203,0.246076,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.225,0.232226,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.247,0.198897,,,,,,,,
B,living worms 30 C over 20 C,,,0.075,0.269,0.145966,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.005,0.220065,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.027,0.166347,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.049,0.146766,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.071,0.179471,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.093,0.205844,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.115,0.219135,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.137,0.221992,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.159,0.227037,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.181,0.237204,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.203,0.242453,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.225,0.243593,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.247,0.225125,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.269,0.170208,,,,,,,,
B,living worms 30 C over 20 C,,,0.081,0.291,0.0940257,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.005,0.209191,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.027,0.155029,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.049,0.146581,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.071,0.190866,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.093,0.222041,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.115,0.229577,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.137,0.227907,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.159,0.235021,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.181,0.242218,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.203,0.247419,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.225,0.262905,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.247,0.261587,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.269,0.211547,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.291,0.137491,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.313,0.0739344,,,,,,,,
B,living worms 30 C over 20 C,,,0.087,0.335,0.0359197,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.005,0.216805,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.027,0.16386,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.049,0.151864,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.071,0.189402,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.093,0.230033,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.115,0.256345,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.137,0.267335,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.159,0.265604,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.181,0.252295,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.203,0.251471,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.225,0.278489,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.247,0.293432,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.269,0.258713,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.291,0.193757,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.313,0.12491,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.335,0.0642551,,,,,,,,
B,living worms 30 C over 20 C,,,0.093,0.357,0.011441,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.005,0.259818,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.027,0.20212,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.049,0.166748,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.071,0.181547,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.093,0.231694,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.115,0.28232,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.137,0.304636,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.159,0.285535,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.181,0.252657,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.203,0.251024,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.225,0.287488,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.247,0.318513,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.269,0.305069,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.291,0.249039,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.313,0.172743,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.335,0.0941733,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.357,0.0273178,,,,,,,,
B,living worms 30 C over 20 C,,,0.099,0.379,-0.0456628,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.005,0.270117,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.027,0.208927,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.049,0.158923,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.071,0.157793,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.093,0.204274,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.115,0.265118,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.137,0.298188,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.159,0.29067,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.181,0.2718,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.203,0.275893,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.225,0.30759,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.247,0.33529,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.269,0.32931,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.291,0.289811,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.313,0.224391,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.335,0.144601,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.357,0.0641986,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.379,-0.01396,,,,,,,,
B,living worms 30 C over 20 C,,,0.105,0.401,-0.0656521,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.005,0.229882,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.027,0.165195,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.049,0.113149,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.071,0.113879,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.093,0.162556,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.115,0.233567,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.137,0.291131,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.159,0.311424,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.181,0.31155,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.203,0.313316,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.225,0.322506,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.247,0.330889,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.269,0.323593,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.291,0.302468,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.313,0.256053,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.335,0.185689,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.357,0.0958933,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.379,0.0120442,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.401,-0.0321074,,,,,,,,
B,living worms 30 C over 20 C,,,0.111,0.423,-0.0484754,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.005,0.196529,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.027,0.123932,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.049,0.0600756,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.071,0.057213,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.093,0.121481,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.115,0.211153,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.137,0.291229,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.159,0.32543,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.181,0.331518,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.203,0.334009,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.225,0.333028,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.247,0.334938,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.269,0.326924,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.291,0.301292,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.313,0.250758,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.335,0.178754,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.357,0.0820981,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.379,3.7589e-05,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.401,-0.0335991,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.423,-0.046259,,,,,,,,
B,living worms 30 C over 20 C,,,0.117,0.445,-0.0768512,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.005,0.193685,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.027,0.116588,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.049,0.0382142,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.071,0.0292693,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.093,0.105621,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.115,0.195157,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.137,0.26253,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.159,0.292203,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.181,0.312813,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.203,0.337405,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.225,0.35196,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.247,0.359297,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.269,0.340241,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.291,0.295089,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.313,0.235096,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.335,0.160416,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.357,0.061107,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.379,-0.0140915,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.401,-0.0351446,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.423,-0.0383024,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.445,-0.0623251,,,,,,,,
B,living worms 30 C over 20 C,,,0.123,0.467,-0.113632,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.005,0.221599,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.027,0.143271,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.049,0.0500298,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.071,0.0448439,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.093,0.121731,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.115,0.190351,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.137,0.228795,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.159,0.24663,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.181,0.275599,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.203,0.307699,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.225,0.340443,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.247,0.356167,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.269,0.327483,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.291,0.279884,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.313,0.222054,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.335,0.147184,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.357,0.0469059,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.379,-0.0311865,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.401,-0.0534613,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.423,-0.0513475,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.445,-0.0648715,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.467,-0.107659,,,,,,,,
B,living worms 30 C over 20 C,,,0.129,0.489,-0.148764,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.005,0.230049,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.027,0.172002,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.049,0.0877396,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.071,0.080179,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.093,0.129836,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.115,0.188223,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.137,0.22405,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.159,0.234947,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.181,0.246589,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.203,0.250432,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.225,0.283814,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.247,0.317258,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.269,0.306434,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.291,0.268061,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.313,0.205386,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.335,0.124225,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.357,0.0211006,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.379,-0.0627173,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.401,-0.0926423,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.423,-0.0854023,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.445,-0.0741942,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.467,-0.0929058,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.489,-0.127392,,,,,,,,
B,living worms 30 C over 20 C,,,0.135,0.511,-0.149309,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.005,0.221499,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.027,0.193468,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.049,0.136668,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.071,0.114609,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.093,0.127174,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.115,0.186884,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.137,0.239909,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.159,0.252021,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.181,0.233874,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.203,0.189701,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.225,0.199214,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.247,0.241812,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.269,0.260277,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.291,0.23892,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.313,0.172743,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.335,0.0897259,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.357,-0.00391884,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.379,-0.0836586,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.401,-0.120314,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.423,-0.109885,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.445,-0.0792098,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.467,-0.0800895,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.489,-0.110604,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.511,-0.140586,,,,,,,,
B,living worms 30 C over 20 C,,,0.141,0.533,-0.14101,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.005,0.262594,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.027,0.25546,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.049,0.209637,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.071,0.157336,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.093,0.142882,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.115,0.189535,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.137,0.228992,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.159,0.243972,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.181,0.218125,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.203,0.139958,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.225,0.114965,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.247,0.138539,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.269,0.16198,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.291,0.161452,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.313,0.107704,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.335,0.0282683,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.357,-0.0484567,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.379,-0.110057,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.401,-0.13986,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.423,-0.131476,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.445,-0.0990378,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.467,-0.0874944,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.489,-0.100689,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.511,-0.113314,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.533,-0.106413,,,,,,,,
B,living worms 30 C over 20 C,,,0.147,0.555,-0.0965443,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.005,0.309726,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.027,0.337536,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.049,0.319342,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.071,0.245725,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.093,0.205292,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.115,0.208961,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.137,0.191478,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.159,0.196035,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.181,0.177976,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.203,0.1051,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.225,0.0735737,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.247,0.0747509,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.269,0.0761807,,,,,,,,
B,living worms 30 C over 20 C,,,0.153,0.291,0.0644658,,,,,,,,
